65.0,0.0
1.0,0.0
2.0,0.00625
3.0,0.0125
4.0,0.01875
5.0,0.025
6.0,0.03125
7.0,0.0375
8.0,0.04375
9.0,0.05
10.0,0.05625
11.0,0.0625
12.0,0.06875
13.0,0.075
14.0,0.08125
15.0,0.0875
16.0,0.09375
17.0,0.1
18.0,0.10625
19.0,0.1125
20.0,0.11875
21.0,0.125
22.0,0.13125
23.0,0.1375
24.0,0.14375
25.0,0.15
26.0,0.15625
27.0,0.1625
28.0,0.16875
29.0,0.175
30.0,0.18125
31.0,0.1875
32.0,0.19375
33.0,0.2
34.0,0.20625
35.0,0.2125
36.0,0.21875
37.0,0.225
38.0,0.23125
39.0,0.2375
40.0,0.24375
41.0,0.25
42.0,0.25625
43.0,0.2625
44.0,0.26875
45.0,0.275
46.0,0.28125
47.0,0.2875
48.0,0.29375
49.0,0.3
50.0,0.30625
51.0,0.3125
52.0,0.31875
53.0,0.325
54.0,0.33125
55.0,0.3375
56.0,0.34375
57.0,0.35
58.0,0.35625
59.0,0.3625
60.0,0.36875
61.0,0.375
62.0,0.38125
63.0,0.3875
64.0,0.39375
65.0,0.4
1.0,1.0
2.0,1.0
3.0,1.0
4.0,1.0
5.0,1.0
6.0,1.0
7.0,1.0
8.0,1.0
9.0,1.0
10.0,1.0
11.0,1.0
12.0,1.0
13.0,1.0
14.0,1.0
15.0,1.0
16.0,1.0
17.0,4.0
18.0,4.0
19.0,4.0
20.0,4.0
21.0,4.0
22.0,4.0
23.0,4.0
24.0,4.0
25.0,4.0
26.0,4.0
27.0,4.0
28.0,4.0
29.0,4.0
30.0,4.0
31.0,4.0
32.0,4.0
33.0,4.0
34.0,4.0
35.0,4.0
36.0,4.0
37.0,4.0
38.0,4.0
39.0,4.0
40.0,4.0
41.0,4.0
42.0,4.0
43.0,4.0
44.0,4.0
45.0,4.0
46.0,4.0
47.0,4.0
48.0,4.0
49.0,1.0
50.0,1.0
51.0,1.0
52.0,1.0
53.0,1.0
54.0,1.0
55.0,1.0
56.0,1.0
57.0,1.0
58.0,1.0
59.0,1.0
60.0,1.0
61.0,1.0
62.0,1.0
63.0,1.0
64.0,1.0
